,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HTGD,ATGD,DiffPts,DiffFormPts,HTP,ATP,HC,AC,HF,AF,HY,AY,HR,AR,HAS,HDS,AAS,ADS,MP
1204,Blackburn,Fulham,0,2,A,6,7,0,2,2,4,-3,-3,8,11,5,5,14,11,2,4,0,0,1.3827751196172249,1.1435406698564594,0.8947368421052632,1.611336032388664,209
1205,Charlton,Liverpool,3,2,H,14,17,5,9,-2,5,-6,-6,5,11,7,5,11,9,2,1,0,0,1.3458646616541354,1.3383458646616542,1.4912280701754386,1.1964912280701754,133
1206,Everton,Leeds,4,0,H,20,6,9,2,-3,-6,0,1,5,5,11,4,11,15,0,2,0,0,1.592982456140351,1.0701754385964912,1.2894736842105263,1.5394736842105263,285
1207,Man City,Tottenham,0,0,D,21,4,10,2,6,-7,7,4,11,4,6,6,7,15,2,1,0,0,1.8345864661654134,0.9849624060150376,1.2035087719298245,1.4771929824561403,266
1208,Fulham,Leicester,2,0,H,16,8,8,4,4,0,6,4,11,5,4,4,14,10,2,1,0,0,1.4129554655870444,1.2105263157894737,1.1578947368421053,1.486842105263158,247
1209,Leeds,Blackburn,2,1,H,15,17,5,9,-6,2,-3,-1,5,8,2,5,18,20,3,1,0,0,1.5394736842105263,1.3026315789473684,1.0956937799043063,1.6889952153110048,76
1210,Liverpool,Arsenal,1,2,A,13,12,7,8,4,9,-6,-1,11,17,11,3,12,20,2,2,0,0,1.8982456140350876,0.7578947368421053,1.6596491228070176,1.1228070175438596,285
1211,Man United,Birmingham,3,0,H,10,5,8,2,10,3,2,0,16,14,5,1,13,11,0,1,0,1,2.1964912280701756,0.7017543859649122,0.8345864661654135,1.6541353383458646,285
1212,Newcastle,Southampton,1,0,H,14,7,9,4,-2,4,-6,-5,6,12,8,4,14,10,3,2,0,0,1.537593984962406,1.1766917293233083,1.013157894736842,1.513157894736842,266
1213,Portsmouth,Charlton,1,2,A,16,11,8,6,2,-1,1,0,9,8,6,9,20,14,3,2,0,0,1.3834586466165413,1.1954887218045114,0.9172932330827067,1.5639097744360901,133
1214,Tottenham,Everton,3,0,H,13,12,7,4,-7,1,-3,-3,5,8,2,6,15,14,2,2,0,0,1.743859649122807,1.0666666666666667,1.0736842105263158,1.3543859649122807,285
1215,Wolves,Man City,1,0,H,8,9,4,5,-16,6,-10,-6,2,12,3,10,13,7,3,2,0,0,1.118421052631579,1.7105263157894737,1.2857142857142858,1.368421052631579,76
1216,Aston Villa,Bolton,1,1,D,14,15,8,5,-4,-6,0,0,7,7,9,5,14,16,1,5,0,0,1.2596491228070175,1.1087719298245613,1.0382775119617225,1.6889952153110048,285
1217,Middlesbrough,Chelsea,1,2,A,15,10,6,6,-6,11,-12,-6,7,19,2,8,14,18,1,2,0,0,1.3026315789473684,1.236842105263158,1.5368421052631578,0.9263157894736842,152
1218,Birmingham,Chelsea,0,0,D,6,13,2,8,3,11,-5,-3,14,19,2,18,10,14,2,4,0,0,1.218045112781955,1.0526315789473684,1.5368421052631578,0.9263157894736842,133
1219,Arsenal,Chelsea,2,1,H,13,7,9,3,9,11,-2,-2,17,19,6,3,11,13,1,2,0,0,2.1789473684210527,0.8385964912280702,1.5368421052631578,0.9263157894736842,285
1220,Fulham,Wolves,0,0,D,9,14,4,6,6,-15,10,4,15,5,4,11,12,11,2,2,0,0,1.4129554655870444,1.2105263157894737,0.9342105263157895,1.986842105263158,247
1221,Leeds,Man United,0,1,A,3,18,2,10,-9,13,-11,-4,8,19,7,2,19,8,4,1,0,0,1.5394736842105263,1.3026315789473684,1.7228070175438597,1.0421052631578946,76
1222,Man City,Bolton,6,2,H,16,12,13,8,5,-6,4,-2,12,8,7,4,11,8,1,1,1,0,1.8345864661654134,0.9849624060150376,1.0382775119617225,1.6889952153110048,266
1223,Middlesbrough,Newcastle,0,1,A,11,4,7,3,-7,-1,-2,-2,7,9,8,2,17,12,3,3,0,0,1.3026315789473684,1.236842105263158,1.0714285714285714,1.6804511278195489,152
1224,Portsmouth,Liverpool,1,0,H,10,13,6,7,1,3,-2,-7,9,11,5,3,22,10,2,2,0,0,1.3834586466165413,1.1954887218045114,1.4912280701754386,1.1964912280701754,133
1225,Birmingham,Aston Villa,0,0,D,4,2,3,1,3,-4,7,1,15,8,3,4,16,20,2,1,0,0,1.218045112781955,1.0526315789473684,1.1508771929824562,1.6456140350877193,133
1226,Everton,Southampton,0,0,D,13,19,6,7,-2,3,-4,-5,8,12,8,6,11,6,1,2,0,0,1.592982456140351,1.0701754385964912,1.013157894736842,1.513157894736842,285
1227,Leicester,Tottenham,1,2,A,22,7,15,4,-5,-4,-3,-1,5,8,5,1,12,19,3,3,0,0,1.2763157894736843,1.355263157894737,1.2035087719298245,1.4771929824561403,76
1228,Blackburn,Charlton,0,1,A,15,10,6,5,-1,0,-3,-3,8,11,5,3,17,12,3,0,0,0,1.3827751196172249,1.1435406698564594,0.9172932330827067,1.5639097744360901,209
1229,Fulham,Newcastle,2,3,A,4,11,4,7,6,-1,6,1,15,9,4,8,14,16,2,2,0,0,1.4129554655870444,1.2105263157894737,1.0714285714285714,1.6804511278195489,247
1230,Aston Villa,Everton,0,0,D,16,8,6,2,-4,-2,0,0,9,9,9,3,11,12,0,1,0,0,1.2596491228070175,1.1087719298245613,1.0736842105263158,1.3543859649122807,285
1231,Bolton,Birmingham,0,1,A,16,7,7,3,-10,3,-8,-2,8,16,7,3,14,16,1,2,0,0,1.3301435406698565,1.244019138755981,0.8345864661654135,1.6541353383458646,209
1232,Chelsea,Man City,1,0,H,7,9,4,6,10,9,5,2,20,15,1,5,8,8,0,0,0,0,2.1543859649122807,0.8,1.2857142857142858,1.368421052631579,285
1233,Liverpool,Leeds,3,1,H,20,7,9,5,2,-10,3,3,11,8,9,3,11,13,0,2,0,0,1.8982456140350876,0.7578947368421053,1.2894736842105263,1.5394736842105263,285
1234,Man United,Fulham,1,3,A,17,12,9,7,14,5,7,5,22,15,10,2,10,14,4,2,0,0,2.1964912280701756,0.7017543859649122,0.8947368421052632,1.611336032388664,285
1235,Newcastle,Portsmouth,3,0,H,10,9,8,4,0,2,0,6,12,12,6,6,12,14,0,1,0,0,1.537593984962406,1.1766917293233083,0.8120300751879699,1.6616541353383458,266
1236,Southampton,Blackburn,2,0,H,22,6,15,3,3,-2,5,4,13,8,5,3,17,14,0,1,0,1,1.486842105263158,1.1578947368421053,1.0956937799043063,1.6889952153110048,152
1237,Wolves,Leicester,4,3,H,12,7,8,5,-15,-6,1,2,6,5,2,6,6,13,0,2,0,0,1.118421052631579,1.7105263157894737,1.1578947368421053,1.486842105263158,76
1238,Charlton,Arsenal,1,1,D,6,11,4,6,1,11,-9,-2,14,23,7,5,15,13,1,1,0,0,1.3458646616541354,1.3383458646616542,1.6596491228070176,1.1228070175438596,133
1239,Tottenham,Middlesbrough,0,0,D,12,16,8,10,-3,-8,4,1,11,7,8,5,14,10,3,2,0,0,1.743859649122807,1.0666666666666667,0.9276315789473685,1.4342105263157894,285
1240,Everton,Chelsea,0,1,A,12,17,4,7,-2,11,-13,-5,10,23,3,1,5,11,0,0,0,0,1.592982456140351,1.0701754385964912,1.5368421052631578,0.9263157894736842,285
1241,Leeds,Arsenal,1,4,A,9,13,5,9,-12,11,-16,-8,8,24,4,3,12,11,1,0,0,0,1.5394736842105263,1.3026315789473684,1.6596491228070176,1.1228070175438596,76
1242,Man United,Portsmouth,3,0,H,10,9,4,3,12,-1,10,7,22,12,3,3,13,12,0,3,0,0,2.1964912280701756,0.7017543859649122,0.8120300751879699,1.6616541353383458,285
1243,Middlesbrough,Wolves,2,0,H,14,9,11,2,-8,-14,-1,-1,8,9,7,3,8,12,1,2,0,1,1.3026315789473684,1.236842105263158,0.9342105263157895,1.986842105263158,152
1244,Newcastle,Aston Villa,1,1,D,22,11,13,6,3,-4,5,6,15,10,15,3,9,17,2,3,0,1,1.537593984962406,1.1766917293233083,1.1508771929824562,1.6456140350877193,266
1245,Southampton,Man City,0,2,A,8,13,5,9,5,8,1,2,16,15,4,6,10,16,1,1,0,0,1.486842105263158,1.1578947368421053,1.2857142857142858,1.368421052631579,152
1246,Tottenham,Bolton,0,1,A,10,25,6,15,-3,-11,4,5,12,8,7,5,18,6,3,0,0,0,1.743859649122807,1.0666666666666667,1.0382775119617225,1.6889952153110048,285
1247,Fulham,Liverpool,1,2,A,10,10,6,6,7,4,4,4,18,14,4,8,13,10,1,1,1,0,1.4129554655870444,1.2105263157894737,1.4912280701754386,1.1964912280701754,247
1248,Leicester,Blackburn,2,0,H,4,10,3,2,-7,-4,-3,-3,5,8,2,6,11,11,2,1,0,0,1.2763157894736843,1.355263157894737,1.0956937799043063,1.6889952153110048,76
1249,Birmingham,Charlton,1,2,A,14,13,13,9,4,1,4,-2,19,15,15,8,14,18,1,1,0,0,1.218045112781955,1.0526315789473684,0.9172932330827067,1.5639097744360901,133
1250,Arsenal,Tottenham,2,1,H,9,5,3,2,14,-4,15,5,27,12,9,5,8,22,1,4,0,0,2.1789473684210527,0.8385964912280702,1.2035087719298245,1.4771929824561403,285
1251,Aston Villa,Middlesbrough,0,2,A,12,8,4,3,-4,-6,0,-3,11,11,5,2,19,16,1,2,0,0,1.2596491228070175,1.1087719298245613,0.9276315789473685,1.4342105263157894,285
1252,Bolton,Southampton,0,0,D,18,8,11,5,-10,3,-5,1,11,16,8,6,10,14,2,1,0,1,1.3301435406698565,1.244019138755981,1.013157894736842,1.513157894736842,209
1253,Charlton,Fulham,3,1,H,12,11,7,7,2,6,0,6,18,18,1,5,10,12,1,2,0,0,1.3458646616541354,1.3383458646616542,0.8947368421052632,1.611336032388664,133
1254,Portsmouth,Leeds,6,1,H,14,6,6,5,-4,-15,4,0,12,8,3,2,9,11,1,4,0,0,1.3834586466165413,1.1954887218045114,1.2894736842105263,1.5394736842105263,133
1255,Wolves,Birmingham,1,1,D,11,4,4,2,-16,3,-10,3,9,19,8,1,13,12,2,1,0,0,1.118421052631579,1.7105263157894737,0.8345864661654135,1.6541353383458646,76
1256,Chelsea,Newcastle,5,0,H,15,4,8,3,12,3,10,-3,26,16,2,0,13,5,0,0,0,1,2.1543859649122807,0.8,1.0714285714285714,1.6804511278195489,285
1257,Liverpool,Man United,1,2,A,10,6,4,4,5,15,-8,-6,17,25,2,6,16,9,1,2,0,0,1.8982456140350876,0.7578947368421053,1.7228070175438597,1.0421052631578946,285
1258,Man City,Leicester,0,3,A,14,6,4,3,10,-5,10,4,18,8,12,3,7,12,2,2,0,0,1.8345864661654134,0.9849624060150376,1.1578947368421053,1.486842105263158,266
1259,Blackburn,Everton,2,1,H,18,8,12,2,-6,-3,-2,-5,8,10,12,3,16,9,3,2,0,0,1.3827751196172249,1.1435406698564594,1.0736842105263158,1.3543859649122807,209
1260,Birmingham,Arsenal,0,3,A,7,9,1,6,3,15,-10,-7,20,30,8,6,8,11,1,2,0,0,1.218045112781955,1.0526315789473684,1.6596491228070176,1.1228070175438596,133
1261,Everton,Wolves,2,0,H,23,8,15,4,-4,-16,0,-6,10,10,8,3,7,23,2,2,0,0,1.592982456140351,1.0701754385964912,0.9342105263157895,1.986842105263158,285
1262,Leeds,Bolton,0,2,A,13,10,10,5,-20,-10,-4,-2,8,12,8,2,15,11,1,0,0,0,1.5394736842105263,1.3026315789473684,1.0382775119617225,1.6889952153110048,76
1263,Leicester,Charlton,1,1,D,13,7,7,4,-2,4,-10,-7,11,21,3,3,15,15,2,1,0,0,1.2763157894736843,1.355263157894737,0.9172932330827067,1.5639097744360901,76
1264,Man United,Blackburn,2,1,H,14,13,8,6,16,-5,17,9,28,11,7,4,6,15,0,1,0,0,2.1964912280701756,0.7017543859649122,1.0956937799043063,1.6889952153110048,285
1265,Middlesbrough,Liverpool,0,0,D,8,8,3,1,-4,4,-3,1,14,17,3,4,16,15,2,2,0,0,1.3026315789473684,1.236842105263158,1.4912280701754386,1.1964912280701754,152
1266,Newcastle,Man City,3,0,H,17,5,10,1,-2,7,-2,4,16,18,4,2,13,16,1,2,0,0,1.537593984962406,1.1766917293233083,1.2857142857142858,1.368421052631579,266
1267,Southampton,Chelsea,0,1,A,13,8,3,4,3,17,-12,-5,17,29,3,3,7,13,0,1,0,0,1.486842105263158,1.1578947368421053,1.5368421052631578,0.9263157894736842,152
1268,Tottenham,Aston Villa,2,1,H,10,13,5,6,-5,-6,1,3,12,11,3,3,14,15,0,1,0,0,1.743859649122807,1.0666666666666667,1.1508771929824562,1.6456140350877193,285
1269,Fulham,Portsmouth,2,0,H,8,12,4,6,4,1,3,-2,18,15,2,11,9,16,0,3,0,1,1.4129554655870444,1.2105263157894737,0.8120300751879699,1.6616541353383458,247
1270,Aston Villa,Southampton,1,0,H,22,7,12,3,-7,2,-6,-2,11,17,9,4,13,13,0,1,0,0,1.2596491228070175,1.1087719298245613,1.013157894736842,1.513157894736842,285
1271,Blackburn,Tottenham,1,0,H,18,9,12,3,-6,-4,-4,-4,11,15,9,6,10,13,0,1,0,0,1.3827751196172249,1.1435406698564594,1.2035087719298245,1.4771929824561403,209
1272,Bolton,Everton,2,0,H,13,7,6,3,-8,-2,2,2,15,13,7,7,11,18,0,2,0,0,1.3301435406698565,1.244019138755981,1.0736842105263158,1.3543859649122807,209
1273,Charlton,Leeds,0,1,A,13,12,6,6,4,-22,14,11,22,8,3,4,11,17,2,1,0,0,1.3458646616541354,1.3383458646616542,1.2894736842105263,1.5394736842105263,133
1274,Portsmouth,Leicester,0,2,A,12,7,7,3,-1,-2,3,-1,15,12,11,4,12,14,5,1,0,0,1.3834586466165413,1.1954887218045114,1.1578947368421053,1.486842105263158,133
1275,Wolves,Newcastle,1,1,D,10,7,4,4,-18,1,-9,-5,10,19,5,3,14,14,2,1,0,0,1.118421052631579,1.7105263157894737,1.0714285714285714,1.6804511278195489,76
1276,Arsenal,Fulham,0,0,D,22,7,14,1,18,6,12,7,33,21,9,0,13,11,1,1,0,0,2.1789473684210527,0.8385964912280702,0.8947368421052632,1.611336032388664,285
1277,Chelsea,Man United,1,0,H,12,5,4,3,18,17,1,0,32,31,2,4,11,12,4,1,0,0,2.1543859649122807,0.8,1.7228070175438597,1.0421052631578946,285
1278,Liverpool,Birmingham,3,1,H,10,7,7,4,4,0,-2,2,18,20,6,4,24,17,2,1,0,0,1.8982456140350876,0.7578947368421053,0.8345864661654135,1.6541353383458646,285
1279,Man City,Middlesbrough,0,1,A,24,2,14,0,4,-4,3,-2,18,15,12,0,15,12,0,0,0,0,1.8345864661654134,0.9849624060150376,0.9276315789473685,1.4342105263157894,266
1280,Birmingham,Blackburn,0,4,A,6,11,2,7,-2,-5,6,-2,20,14,10,7,23,15,1,1,1,0,1.218045112781955,1.0526315789473684,1.0956937799043063,1.6889952153110048,133
1281,Fulham,Bolton,2,1,H,10,10,3,5,6,-6,4,-3,22,18,3,2,15,11,0,2,0,0,1.4129554655870444,1.2105263157894737,1.0382775119617225,1.6889952153110048,247
1282,Leeds,Chelsea,1,1,D,8,19,4,10,-21,19,-24,-12,11,35,2,8,14,11,3,2,0,0,1.5394736842105263,1.3026315789473684,1.5368421052631578,0.9263157894736842,76
1283,Leicester,Arsenal,1,1,D,4,8,1,5,0,18,-19,-1,15,34,7,5,13,12,1,1,0,1,1.2763157894736843,1.355263157894737,1.6596491228070176,1.1228070175438596,76
1284,Man United,Aston Villa,4,0,H,12,10,8,3,16,-6,17,4,31,14,6,5,6,11,0,1,0,0,2.1964912280701756,0.7017543859649122,1.1508771929824562,1.6456140350877193,285
1285,Middlesbrough,Portsmouth,0,0,D,5,6,3,2,-3,-3,3,8,18,15,6,5,17,20,2,3,0,1,1.3026315789473684,1.236842105263158,0.8120300751879699,1.6616541353383458,152
1286,Newcastle,Liverpool,1,1,D,13,7,6,3,1,6,-1,-2,20,21,8,1,13,13,1,4,0,0,1.537593984962406,1.1766917293233083,1.4912280701754386,1.1964912280701754,266
1287,Tottenham,Wolves,5,2,H,12,16,10,8,-5,-18,4,-1,15,11,4,5,14,8,2,0,0,0,1.743859649122807,1.0666666666666667,0.9342105263157895,1.986842105263158,285
1288,Everton,Man City,0,0,D,9,15,2,7,-4,3,-5,1,13,18,3,5,11,13,1,1,0,0,1.592982456140351,1.0701754385964912,1.2857142857142858,1.368421052631579,285
1289,Southampton,Charlton,3,2,H,18,20,14,14,1,3,-5,-4,17,22,8,9,12,12,0,0,0,0,1.486842105263158,1.1578947368421053,0.9172932330827067,1.5639097744360901,152
1290,Chelsea,Bolton,1,2,A,9,4,5,2,19,-7,18,3,36,18,8,3,13,11,2,2,0,0,2.1543859649122807,0.8,1.0382775119617225,1.6889952153110048,285
1291,Leicester,Birmingham,0,2,A,8,9,5,4,0,-6,-4,10,16,20,6,7,19,16,2,2,2,0,1.2763157894736843,1.355263157894737,0.8345864661654135,1.6541353383458646,76
1292,Liverpool,Southampton,1,2,A,18,8,10,4,6,2,2,4,22,20,9,5,6,8,0,0,0,0,1.8982456140350876,0.7578947368421053,1.013157894736842,1.513157894736842,285
1293,Man United,Man City,3,1,H,10,12,7,9,20,3,15,8,34,19,2,5,8,10,0,2,0,0,2.1964912280701756,0.7017543859649122,1.2857142857142858,1.368421052631579,285
1294,Middlesbrough,Charlton,0,0,D,12,10,6,3,-3,2,-3,4,19,22,3,7,13,11,1,1,0,0,1.3026315789473684,1.236842105263158,0.9172932330827067,1.5639097744360901,152
1295,Newcastle,Tottenham,4,0,H,19,4,11,4,1,-2,3,0,21,18,11,7,10,12,2,2,0,0,1.537593984962406,1.1766917293233083,1.2035087719298245,1.4771929824561403,266
1296,Portsmouth,Everton,1,2,A,12,9,10,4,-3,-4,2,0,16,14,7,10,13,13,1,1,0,0,1.3834586466165413,1.1954887218045114,1.0736842105263158,1.3543859649122807,133
1297,Arsenal,Blackburn,1,0,H,11,5,7,1,18,-1,18,2,35,17,5,6,14,14,2,4,0,0,2.1789473684210527,0.8385964912280702,1.0956937799043063,1.6889952153110048,285
1298,Aston Villa,Wolves,3,2,H,11,8,8,5,-10,-21,3,2,14,11,4,6,12,14,3,4,0,0,1.2596491228070175,1.1087719298245613,0.9342105263157895,1.986842105263158,285
1299,Leeds,Fulham,3,2,H,14,10,11,7,-21,7,-13,-3,12,25,6,5,17,11,2,1,0,0,1.5394736842105263,1.3026315789473684,0.8947368421052632,1.611336032388664,76
1300,Blackburn,Aston Villa,0,2,A,12,15,5,7,-2,-9,0,3,17,17,9,1,7,11,1,0,0,0,1.3827751196172249,1.1435406698564594,1.1508771929824562,1.6456140350877193,209
1301,Bolton,Arsenal,1,1,D,19,9,13,4,-6,19,-17,-1,21,38,8,1,11,13,2,2,0,0,1.3301435406698565,1.244019138755981,1.6596491228070176,1.1228070175438596,209
1302,Charlton,Newcastle,0,0,D,18,11,10,5,2,5,-1,-3,23,24,7,9,11,9,0,0,0,0,1.3458646616541354,1.3383458646616542,1.0714285714285714,1.6804511278195489,133
1303,Everton,Leicester,3,2,H,15,6,8,4,-3,-2,1,-1,17,16,11,7,13,18,2,3,0,0,1.592982456140351,1.0701754385964912,1.1578947368421053,1.486842105263158,285
1304,Fulham,Chelsea,0,1,A,7,11,2,9,6,18,-11,-3,25,36,2,8,11,10,2,3,0,0,1.4129554655870444,1.2105263157894737,1.5368421052631578,0.9263157894736842,247
1305,Southampton,Portsmouth,3,0,H,12,11,7,7,3,-4,7,3,23,16,8,5,7,21,0,3,0,0,1.486842105263158,1.1578947368421053,0.8120300751879699,1.6616541353383458,152
1306,Tottenham,Man United,1,2,A,14,12,8,7,-6,22,-19,-6,18,37,7,8,12,8,2,2,0,0,1.743859649122807,1.0666666666666667,1.7228070175438597,1.0421052631578946,285
1307,Man City,Leeds,1,1,D,19,6,11,4,1,-20,4,-6,19,15,8,5,7,8,0,3,0,0,1.8345864661654134,0.9849624060150376,1.2894736842105263,1.5394736842105263,266
1308,Arsenal,Wolves,3,0,H,15,5,10,1,19,-22,27,9,38,11,14,3,15,17,2,5,0,0,2.1789473684210527,0.8385964912280702,0.9342105263157895,1.986842105263158,285
1309,Birmingham,Man City,2,1,H,5,9,3,5,-4,1,4,3,23,19,9,3,18,14,2,1,0,0,1.218045112781955,1.0526315789473684,1.2857142857142858,1.368421052631579,133
1310,Blackburn,Middlesbrough,2,2,D,13,5,10,3,-4,-3,-4,-1,17,21,14,1,11,10,2,1,0,0,1.3827751196172249,1.1435406698564594,0.9276315789473685,1.4342105263157894,209
1311,Charlton,Chelsea,4,2,H,8,15,4,8,2,19,-15,-7,24,39,8,6,14,10,1,1,0,0,1.3458646616541354,1.3383458646616542,1.5368421052631578,0.9263157894736842,133
1312,Fulham,Southampton,2,0,H,14,6,7,2,5,6,-1,-2,25,26,11,5,13,12,0,2,0,0,1.4129554655870444,1.2105263157894737,1.013157894736842,1.513157894736842,247
1313,Leeds,Aston Villa,0,0,D,6,13,3,4,-20,-7,-4,-1,16,20,7,5,15,13,0,2,0,0,1.5394736842105263,1.3026315789473684,1.1508771929824562,1.6456140350877193,76
1314,Leicester,Newcastle,1,1,D,6,12,5,6,-3,5,-9,-4,16,25,6,7,11,10,0,0,0,0,1.2763157894736843,1.355263157894737,1.0714285714285714,1.6804511278195489,76
1315,Liverpool,Bolton,3,1,H,13,7,8,2,7,-6,3,-2,25,22,7,1,10,18,0,2,0,0,1.8982456140350876,0.7578947368421053,1.0382775119617225,1.6889952153110048,285
1316,Man United,Everton,3,2,H,19,10,11,6,23,-2,20,2,40,20,7,2,8,10,0,2,0,0,2.1964912280701756,0.7017543859649122,1.0736842105263158,1.3543859649122807,285
1317,Portsmouth,Tottenham,2,0,H,10,5,8,3,-7,-7,-2,-5,16,18,3,6,10,10,1,1,0,0,1.3834586466165413,1.1954887218045114,1.2035087719298245,1.4771929824561403,133
1318,Aston Villa,Fulham,3,0,H,12,9,8,3,-7,5,-5,2,20,25,8,3,17,7,0,0,0,0,1.2596491228070175,1.1087719298245613,0.8947368421052632,1.611336032388664,285
1319,Bolton,Leicester,2,2,D,15,7,8,6,-6,-3,6,5,22,16,3,7,16,17,1,2,0,0,1.3301435406698565,1.244019138755981,1.1578947368421053,1.486842105263158,209
1320,Chelsea,Portsmouth,3,0,H,15,7,8,3,17,-5,20,3,39,19,7,1,8,14,0,0,0,0,2.1543859649122807,0.8,0.8120300751879699,1.6616541353383458,285
1321,Everton,Birmingham,1,0,H,16,5,6,2,-3,-4,-6,1,20,26,5,2,7,13,0,0,0,0,1.592982456140351,1.0701754385964912,0.8345864661654135,1.6541353383458646,285
1322,Man City,Liverpool,2,2,D,16,11,8,9,0,7,-6,-6,20,26,7,7,6,14,1,2,0,0,1.8345864661654134,0.9849624060150376,1.4912280701754386,1.1964912280701754,266
1323,Middlesbrough,Man United,0,1,A,11,10,2,6,-4,24,-22,-6,21,43,4,2,11,15,3,2,0,1,1.3026315789473684,1.236842105263158,1.7228070175438597,1.0421052631578946,152
1324,Newcastle,Blackburn,0,1,A,15,11,11,3,5,-4,8,0,26,18,8,8,6,13,0,1,0,0,1.537593984962406,1.1766917293233083,1.0956937799043063,1.6889952153110048,266
1325,Tottenham,Charlton,0,1,A,18,10,9,8,-9,4,-9,-2,18,27,11,11,8,13,1,0,0,0,1.743859649122807,1.0666666666666667,0.9172932330827067,1.5639097744360901,285
1326,Wolves,Leeds,3,1,H,11,9,4,4,-23,-20,-3,-5,14,17,6,10,11,14,1,4,0,1,1.118421052631579,1.7105263157894737,1.2894736842105263,1.5394736842105263,76
1327,Southampton,Arsenal,0,1,A,6,17,3,9,4,22,-16,0,26,42,2,3,14,10,1,0,0,0,1.486842105263158,1.1578947368421053,1.6596491228070176,1.1228070175438596,152
1328,Aston Villa,Portsmouth,2,1,H,18,11,13,4,-7,-5,2,6,21,19,9,6,17,14,0,0,0,0,1.2596491228070175,1.1087719298245613,0.8120300751879699,1.6616541353383458,285
1329,Bolton,Man United,1,2,A,15,11,5,7,-8,24,-21,-5,22,43,10,6,4,8,2,0,0,0,1.3301435406698565,1.244019138755981,1.7228070175438597,1.0421052631578946,209
1330,Chelsea,Liverpool,0,1,A,9,4,2,1,20,8,13,-1,42,29,8,3,15,9,0,2,0,1,2.1543859649122807,0.8,1.4912280701754386,1.1964912280701754,285
1331,Everton,Arsenal,1,1,D,8,9,4,5,-2,23,-22,-1,23,45,5,4,13,16,0,3,0,0,1.592982456140351,1.0701754385964912,1.6596491228070176,1.1228070175438596,285
1332,Man City,Charlton,1,1,D,18,9,10,4,0,5,-9,-5,21,30,2,2,9,11,0,0,0,0,1.8345864661654134,0.9849624060150376,0.9172932330827067,1.5639097744360901,266
1333,Middlesbrough,Fulham,2,1,H,10,9,5,4,-3,4,-4,0,24,28,9,1,14,17,1,2,0,0,1.3026315789473684,1.236842105263158,0.8947368421052632,1.611336032388664,152
1334,Newcastle,Leeds,1,0,H,13,9,6,5,4,-22,9,0,26,17,5,3,14,17,0,1,0,0,1.537593984962406,1.1766917293233083,1.2894736842105263,1.5394736842105263,266
1335,Southampton,Leicester,0,0,D,14,9,14,8,3,-3,8,6,26,18,4,5,12,15,2,1,0,0,1.486842105263158,1.1578947368421053,1.1578947368421053,1.486842105263158,152
1336,Tottenham,Birmingham,4,1,H,11,9,7,3,-10,-7,-8,-3,18,26,1,6,15,6,0,0,0,0,1.743859649122807,1.0666666666666667,0.8345864661654135,1.6541353383458646,285
1337,Wolves,Blackburn,2,2,D,10,9,5,5,-23,-3,-6,-3,15,21,2,7,13,20,1,1,0,0,1.118421052631579,1.7105263157894737,1.0956937799043063,1.6889952153110048,76
1338,Arsenal,Middlesbrough,4,1,H,20,5,13,4,23,-3,21,5,45,24,7,3,12,21,1,1,0,0,2.1789473684210527,0.8385964912280702,0.9276315789473685,1.4342105263157894,285
1339,Birmingham,Southampton,2,1,H,11,9,6,6,-7,3,0,-3,26,26,7,10,14,23,0,1,0,1,1.218045112781955,1.0526315789473684,1.013157894736842,1.513157894736842,133
1340,Blackburn,Bolton,3,4,A,8,16,3,10,-3,-9,-1,0,22,23,4,7,15,13,2,3,0,0,1.3827751196172249,1.1435406698564594,1.0382775119617225,1.6889952153110048,209
1341,Charlton,Wolves,2,0,H,10,7,4,4,5,-25,16,5,31,15,6,5,6,12,1,3,0,0,1.3458646616541354,1.3383458646616542,0.9342105263157895,1.986842105263158,133
1342,Fulham,Everton,2,1,H,14,11,10,5,3,-2,4,-7,28,24,5,7,19,9,0,0,0,0,1.4129554655870444,1.2105263157894737,1.0736842105263158,1.3543859649122807,247
1343,Leeds,Tottenham,0,1,A,7,15,1,8,-23,-7,-4,2,17,21,4,5,17,13,0,1,0,0,1.5394736842105263,1.3026315789473684,1.2035087719298245,1.4771929824561403,76
1344,Liverpool,Aston Villa,1,0,H,12,8,4,2,9,-3,5,-3,32,27,3,6,14,15,3,2,0,0,1.8982456140350876,0.7578947368421053,1.1508771929824562,1.6456140350877193,285
1345,Portsmouth,Man City,4,2,H,11,15,8,6,-9,0,-3,0,19,22,2,7,7,8,0,2,0,0,1.3834586466165413,1.1954887218045114,1.2857142857142858,1.368421052631579,133
1346,Leicester,Chelsea,0,4,A,6,11,3,6,-3,19,-23,-3,19,42,6,2,17,7,0,1,0,0,1.2763157894736843,1.355263157894737,1.5368421052631578,0.9263157894736842,76
1347,Man United,Newcastle,0,0,D,12,7,7,3,26,5,20,7,49,29,2,3,13,11,2,0,0,0,2.1964912280701756,0.7017543859649122,1.0714285714285714,1.6804511278195489,285
1348,Bolton,Portsmouth,1,0,H,13,8,6,3,-9,-9,4,2,23,19,2,2,9,13,1,1,0,1,1.3301435406698565,1.244019138755981,0.8120300751879699,1.6616541353383458,209
