,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HTGD,ATGD,DiffPts,DiffFormPts,HTP,ATP,HC,AC,HF,AF,HY,AY,HR,AR,HAS,HDS,AAS,ADS,MP
3017,Everton,Aston Villa,2,2,D,13,6,7,3,21,22,3,-4,61,58,9,6,10,17,3,3,0,0,1.592982456140351,1.0701754385964912,1.1508771929824562,1.6456140350877193,285
3018,Portsmouth,Blackburn,0,1,A,15,12,6,9,12,2,5,1,57,52,8,7,20,12,2,2,0,0,1.3834586466165413,1.1954887218045114,1.0956937799043063,1.6889952153110048,133
3019,Derby,Arsenal,2,6,A,12,20,10,11,-59,37,-63,-6,11,74,5,6,6,7,0,0,0,0,0.9649122807017544,1.631578947368421,1.6596491228070176,1.1228070175438596,57
3020,Aston Villa,Wigan,0,2,A,14,9,5,5,22,-17,22,4,59,37,8,2,7,8,0,1,0,0,1.2596491228070175,1.1087719298245613,0.9671052631578947,1.756578947368421,285
3021,Blackburn,Derby,3,1,H,25,6,14,3,3,-63,44,5,55,11,10,1,12,17,0,0,0,0,1.3827751196172249,1.1435406698564594,0.6140350877192983,2.0701754385964914,209
3022,Bolton,Sunderland,2,0,H,4,5,2,4,-20,-20,-6,-2,33,39,3,1,11,12,1,0,0,0,1.3301435406698565,1.244019138755981,0.8947368421052632,1.7456140350877194,209
3023,Fulham,Birmingham,2,0,H,9,2,6,0,-25,-17,-2,2,30,32,2,8,10,12,2,5,0,0,1.4129554655870444,1.2105263157894737,0.8345864661654135,1.6541353383458646,247
3024,Man United,West Ham,4,1,H,8,9,4,5,53,-5,33,4,81,48,4,2,15,16,1,3,1,0,2.1964912280701756,0.7017543859649122,0.9692982456140351,1.6535087719298245,285
3025,Middlesbrough,Portsmouth,2,0,H,11,13,7,8,-19,11,-21,-5,36,57,7,5,16,11,1,1,0,0,1.3026315789473684,1.236842105263158,0.8120300751879699,1.6616541353383458,152
3026,Reading,Tottenham,0,1,A,13,13,6,7,-28,6,-10,-2,33,43,10,1,10,7,1,0,0,0,1.2456140350877194,1.368421052631579,1.2035087719298245,1.4771929824561403,57
3027,Arsenal,Everton,1,0,H,11,8,2,4,41,21,15,5,77,62,8,3,10,4,0,1,0,0,2.1789473684210527,0.8385964912280702,1.0736842105263158,1.3543859649122807,285
3028,Liverpool,Man City,1,0,H,23,4,10,3,36,0,15,5,70,55,12,5,9,5,0,0,0,0,1.8982456140350876,0.7578947368421053,1.2857142857142858,1.368421052631579,285
3029,Newcastle,Chelsea,0,2,A,13,18,5,9,-16,37,-38,-2,43,81,1,6,13,15,2,2,0,0,1.537593984962406,1.1766917293233083,1.5368421052631578,0.9263157894736842,266
3030,Birmingham,Blackburn,4,1,H,15,14,9,9,-19,5,-26,-6,32,58,5,2,16,11,3,2,0,0,1.218045112781955,1.0526315789473684,1.0956937799043063,1.6889952153110048,133
3031,Chelsea,Bolton,1,1,D,19,6,12,4,39,-18,48,3,84,36,9,2,12,8,1,3,0,0,2.1543859649122807,0.8,1.0382775119617225,1.6889952153110048,285
3032,Derby,Reading,0,4,A,6,11,2,7,-65,-29,-22,-1,11,33,2,0,17,13,0,1,0,0,0.9649122807017544,1.631578947368421,1.1403508771929824,1.894736842105263,57
3033,Everton,Newcastle,3,1,H,20,3,11,2,20,-18,19,-3,62,43,6,2,11,12,0,2,0,0,1.592982456140351,1.0701754385964912,1.0714285714285714,1.6804511278195489,285
3034,Middlesbrough,Man City,8,1,H,19,8,15,2,-17,-1,-16,-1,39,55,7,0,10,9,2,1,0,1,1.3026315789473684,1.236842105263158,1.2857142857142858,1.368421052631579,152
3035,Portsmouth,Fulham,0,1,A,15,7,10,4,9,-23,24,-5,57,33,5,6,13,11,0,0,0,0,1.3834586466165413,1.1954887218045114,0.8947368421052632,1.611336032388664,133
3036,Sunderland,Arsenal,0,1,A,13,12,5,8,-22,42,-41,-4,39,80,3,4,14,12,1,1,0,0,1.1228070175438596,1.206140350877193,1.6596491228070176,1.1228070175438596,228
3037,Tottenham,Liverpool,0,2,A,6,18,3,12,7,37,-27,-4,46,73,8,4,11,9,1,1,0,0,1.743859649122807,1.0666666666666667,1.4912280701754386,1.1964912280701754,285
3038,West Ham,Aston Villa,2,2,D,16,13,8,8,-8,20,-11,-6,48,59,7,8,9,21,2,2,0,0,1.4254385964912282,1.2675438596491229,1.1508771929824562,1.6456140350877193,228
3039,Wigan,Man United,0,2,A,15,11,6,6,-15,56,-44,1,40,84,5,12,10,5,3,2,0,0,1.111842105263158,1.4144736842105263,1.7228070175438597,1.0421052631578946,152
3040,Arsenal,West Brom,1,0,H,24,5,14,4,0,0,0,0,0,0,7,5,11,8,0,0,0,0,2.1789473684210527,0.8385964912280702,0.9064327485380117,1.713450292397661,285
3041,Bolton,Stoke,3,1,H,14,8,8,2,0,0,0,0,0,0,4,3,13,12,1,2,0,0,1.3301435406698565,1.244019138755981,0.7669172932330827,1.6466165413533835,209
3042,Everton,Blackburn,2,3,A,10,15,5,11,0,0,0,0,0,0,3,5,11,9,2,2,0,0,1.592982456140351,1.0701754385964912,1.0956937799043063,1.6889952153110048,285
3043,Hull,Fulham,2,1,H,11,12,6,6,0,0,0,0,0,0,5,6,10,9,3,0,0,0,1.0526315789473684,1.5087719298245614,0.8947368421052632,1.611336032388664,57
3044,Middlesbrough,Tottenham,2,1,H,14,8,10,5,0,0,0,0,0,0,7,9,11,12,1,2,0,0,1.3026315789473684,1.236842105263158,1.2035087719298245,1.4771929824561403,152
3045,Sunderland,Liverpool,0,1,A,6,14,3,8,0,0,0,0,0,0,1,8,13,12,0,2,0,0,1.1228070175438596,1.206140350877193,1.4912280701754386,1.1964912280701754,228
3046,West Ham,Wigan,2,1,H,15,22,8,9,0,0,0,0,0,0,6,10,14,11,2,1,0,0,1.4254385964912282,1.2675438596491229,0.9671052631578947,1.756578947368421,228
3047,Aston Villa,Man City,4,2,H,14,13,10,8,0,0,0,0,0,0,7,8,8,11,0,1,0,0,1.2596491228070175,1.1087719298245613,1.2857142857142858,1.368421052631579,285
3048,Chelsea,Portsmouth,4,0,H,18,12,11,8,0,0,0,0,0,0,8,3,10,6,0,1,0,0,2.1543859649122807,0.8,0.8120300751879699,1.6616541353383458,285
3049,Man United,Newcastle,1,1,D,18,11,12,4,0,0,0,0,0,0,6,6,15,11,3,0,0,0,2.1964912280701756,0.7017543859649122,1.0714285714285714,1.6804511278195489,285
3050,Blackburn,Hull,1,1,D,12,7,5,4,1,1,0,0,3,3,6,3,11,15,0,1,0,0,1.3827751196172249,1.1435406698564594,0.8947368421052632,1.8596491228070176,209
3051,Fulham,Arsenal,1,0,H,5,15,2,6,-1,1,-3,-3,0,3,1,5,14,6,2,0,0,0,1.4129554655870444,1.2105263157894737,1.6596491228070176,1.1228070175438596,247
3052,Liverpool,Middlesbrough,2,1,H,16,9,8,4,1,1,0,0,3,3,14,3,10,12,2,1,0,0,1.8982456140350876,0.7578947368421053,0.9276315789473685,1.4342105263157894,285
3053,Newcastle,Bolton,1,0,H,10,9,8,4,0,2,-2,-2,1,3,4,6,8,13,1,2,0,0,1.537593984962406,1.1766917293233083,1.0382775119617225,1.6889952153110048,266
3054,Stoke,Aston Villa,3,2,H,8,5,2,2,-2,2,-3,-3,0,3,2,8,15,5,1,0,0,0,1.2932330827067668,1.0300751879699248,1.1508771929824562,1.6456140350877193,133
3055,Tottenham,Sunderland,1,2,A,18,12,11,7,-1,-1,0,0,0,0,12,6,12,12,1,2,0,0,1.743859649122807,1.0666666666666667,0.8947368421052632,1.7456140350877194,285
3056,West Brom,Everton,1,2,A,14,9,4,7,-1,-1,0,0,0,0,11,5,11,14,3,1,0,0,1.2163742690058479,1.432748538011696,1.0736842105263158,1.3543859649122807,171
3057,Man City,West Ham,3,0,H,14,3,9,0,-2,1,-3,-3,0,3,6,3,12,16,0,2,0,1,1.8345864661654134,0.9849624060150376,0.9692982456140351,1.6535087719298245,266
3058,Wigan,Chelsea,0,1,A,10,7,6,3,-1,4,-3,-3,0,3,7,7,13,17,1,2,0,0,1.111842105263158,1.4144736842105263,1.5368421052631578,0.9263157894736842,152
3059,Portsmouth,Man United,0,1,A,13,12,6,7,-4,0,-1,-1,0,1,4,3,11,11,2,2,0,0,1.3834586466165413,1.1954887218045114,1.7228070175438597,1.0421052631578946,133
3060,Arsenal,Newcastle,3,0,H,20,4,14,2,0,1,-1,-1,3,4,12,1,12,11,2,2,0,0,2.1789473684210527,0.8385964912280702,1.0714285714285714,1.6804511278195489,285
3061,Bolton,West Brom,0,0,D,18,12,9,7,1,-2,3,3,3,0,7,5,18,16,2,2,0,0,1.3301435406698565,1.244019138755981,0.9064327485380117,1.713450292397661,209
3062,Everton,Portsmouth,0,3,A,16,6,7,5,0,-5,3,3,3,0,4,3,5,11,1,0,0,0,1.592982456140351,1.0701754385964912,0.8120300751879699,1.6616541353383458,285
3063,Hull,Wigan,0,5,A,10,8,5,5,1,-2,4,4,4,0,7,3,18,12,1,0,0,0,1.0526315789473684,1.5087719298245614,0.9671052631578947,1.756578947368421,57
3064,Middlesbrough,Stoke,2,1,H,21,7,12,2,0,-1,0,0,3,3,4,5,14,18,2,4,0,1,1.3026315789473684,1.236842105263158,0.7669172932330827,1.6466165413533835,152
3065,West Ham,Blackburn,4,1,H,11,12,6,7,-2,1,-1,-1,3,4,10,4,14,21,1,5,0,0,1.4254385964912282,1.2675438596491229,1.0956937799043063,1.6889952153110048,228
3066,Aston Villa,Liverpool,0,0,D,5,8,2,3,1,2,-3,-3,3,6,5,8,9,13,0,2,0,0,1.2596491228070175,1.1087719298245613,1.4912280701754386,1.1964912280701754,285
3067,Chelsea,Tottenham,1,1,D,12,6,3,6,5,-2,6,6,6,0,5,8,10,13,3,0,0,0,2.1543859649122807,0.8,1.2035087719298245,1.4771929824561403,285
3068,Sunderland,Man City,0,3,A,10,9,4,8,0,1,0,0,3,3,3,3,20,11,4,2,0,0,1.1228070175438596,1.206140350877193,1.2857142857142858,1.368421052631579,228
3069,Blackburn,Arsenal,0,4,A,10,17,3,10,1,0,1,1,4,3,5,5,8,8,1,1,0,0,1.3827751196172249,1.1435406698564594,1.6596491228070176,1.1228070175438596,209
3070,Fulham,Bolton,2,1,H,20,8,13,7,1,1,2,2,6,4,12,6,15,11,1,1,0,0,1.4129554655870444,1.2105263157894737,1.0382775119617225,1.6889952153110048,247
3071,Liverpool,Man United,2,1,H,16,7,11,3,2,0,3,3,7,4,5,4,10,18,0,3,0,1,1.8982456140350876,0.7578947368421053,1.7228070175438597,1.0421052631578946,285
3072,Man City,Chelsea,1,3,A,13,18,7,8,4,5,-1,-1,6,7,8,5,14,10,0,1,0,1,1.8345864661654134,0.9849624060150376,1.5368421052631578,0.9263157894736842,266
3073,Newcastle,Hull,1,2,A,13,8,4,4,-2,-4,0,0,4,4,5,3,13,17,0,2,1,0,1.537593984962406,1.1766917293233083,0.8947368421052632,1.8596491228070176,266
3074,Portsmouth,Middlesbrough,2,1,H,21,7,12,3,-2,1,-3,-3,3,6,3,2,8,6,2,1,0,0,1.3834586466165413,1.1954887218045114,0.9276315789473685,1.4342105263157894,133
3075,West Brom,West Ham,3,2,H,13,21,8,13,-2,1,-5,-5,1,6,8,8,9,18,1,1,0,0,1.2163742690058479,1.432748538011696,0.9692982456140351,1.6535087719298245,171
3076,Wigan,Sunderland,1,1,D,12,6,8,5,3,-3,0,0,3,3,8,6,10,9,1,1,1,0,1.111842105263158,1.4144736842105263,0.8947368421052632,1.7456140350877194,152
3077,Stoke,Everton,2,3,A,12,8,7,5,-2,-3,0,0,3,3,7,8,10,19,2,1,0,0,1.2932330827067668,1.0300751879699248,1.0736842105263158,1.3543859649122807,133
3078,Tottenham,Aston Villa,1,2,A,17,17,10,13,-2,1,-3,-3,1,4,12,8,15,12,1,4,0,0,1.743859649122807,1.0666666666666667,1.1508771929824562,1.6456140350877193,285
3079,Blackburn,Fulham,1,0,H,11,11,4,5,-2,1,-2,-2,4,6,4,3,13,11,2,0,0,0,1.3827751196172249,1.1435406698564594,0.8947368421052632,1.611336032388664,209
3080,Bolton,Arsenal,1,3,A,12,20,8,9,0,7,-5,-5,4,9,7,17,12,10,2,2,0,0,1.3301435406698565,1.244019138755981,1.6596491228070176,1.1228070175438596,209
3081,Liverpool,Stoke,0,0,D,27,3,11,2,3,-3,7,7,10,3,20,3,8,10,1,1,0,0,1.8982456140350876,0.7578947368421053,0.7669172932330827,1.6466165413533835,285
3082,Sunderland,Middlesbrough,2,0,H,17,14,11,11,-3,0,-2,-2,4,6,8,7,9,16,2,3,0,0,1.1228070175438596,1.206140350877193,0.9276315789473685,1.4342105263157894,228
3083,West Ham,Newcastle,3,1,H,12,11,6,8,0,-3,2,2,6,4,2,6,8,21,1,2,0,0,1.4254385964912282,1.2675438596491229,1.0714285714285714,1.6804511278195489,228
3084,Chelsea,Man United,1,1,D,20,13,13,8,7,0,5,5,10,5,7,4,15,18,1,7,0,0,2.1543859649122807,0.8,1.7228070175438597,1.0421052631578946,285
3085,Hull,Everton,2,2,D,9,17,5,8,-3,-2,1,1,7,6,4,6,11,12,0,1,0,0,1.0526315789473684,1.5087719298245614,1.0736842105263158,1.3543859649122807,57
3086,Man City,Portsmouth,6,0,H,14,10,10,4,2,-1,0,0,6,6,8,5,13,14,0,1,0,0,1.8345864661654134,0.9849624060150376,0.8120300751879699,1.6616541353383458,266
3087,Tottenham,Wigan,0,0,D,11,14,4,6,-3,3,-3,-3,1,4,3,4,13,12,2,2,0,0,1.743859649122807,1.0666666666666667,0.9671052631578947,1.756578947368421,285
3088,West Brom,Aston Villa,1,2,A,10,10,6,5,-1,2,-3,-3,4,7,5,6,22,16,3,3,0,0,1.2163742690058479,1.432748538011696,1.1508771929824562,1.6456140350877193,171
3089,Arsenal,Hull,1,2,A,18,7,9,5,7,-3,2,2,9,7,15,4,8,7,2,1,0,0,2.1789473684210527,0.8385964912280702,0.8947368421052632,1.8596491228070176,285
3090,Aston Villa,Sunderland,2,1,H,12,9,8,3,3,-1,3,3,10,7,5,5,8,9,1,1,0,0,1.2596491228070175,1.1087719298245613,0.8947368421052632,1.7456140350877194,285
3091,Everton,Liverpool,0,2,A,4,11,2,6,-2,3,-4,-4,7,11,7,4,17,20,3,3,1,0,1.592982456140351,1.0701754385964912,1.4912280701754386,1.1964912280701754,285
3092,Fulham,West Ham,1,2,A,18,16,6,10,-1,2,-3,-3,6,9,2,4,15,13,4,1,1,0,1.4129554655870444,1.2105263157894737,0.9692982456140351,1.6535087719298245,247
3093,Man United,Bolton,2,0,H,31,10,24,5,2,-2,4,4,8,4,16,4,8,10,0,3,0,0,2.1964912280701756,0.7017543859649122,1.0382775119617225,1.6889952153110048,285
3094,Middlesbrough,West Brom,0,1,A,22,14,13,9,-2,-2,2,2,6,4,11,8,14,13,2,4,0,0,1.3026315789473684,1.236842105263158,0.9064327485380117,1.713450292397661,152
3095,Newcastle,Blackburn,1,2,A,4,9,2,8,-5,-5,-3,-3,4,7,5,5,6,19,0,4,0,0,1.537593984962406,1.1766917293233083,1.0956937799043063,1.6889952153110048,266
3096,Stoke,Chelsea,0,2,A,5,14,2,9,-3,7,-7,-7,4,11,5,5,9,6,2,1,0,0,1.2932330827067668,1.0300751879699248,1.5368421052631578,0.9263157894736842,133
3097,Portsmouth,Tottenham,2,0,H,8,15,6,8,-7,-3,4,4,6,2,3,6,18,13,4,3,1,0,1.3834586466165413,1.1954887218045114,1.2035087719298245,1.4771929824561403,133
3098,Wigan,Man City,2,1,H,9,11,4,6,3,8,-4,-4,5,9,5,3,12,21,3,4,0,0,1.111842105263158,1.4144736842105263,1.2857142857142858,1.368421052631579,152
3099,Blackburn,Man United,0,2,A,6,18,3,9,-5,2,-1,-1,7,8,3,4,11,8,2,1,0,0,1.3827751196172249,1.1435406698564594,1.7228070175438597,1.0421052631578946,209
3100,Sunderland,Arsenal,1,1,D,8,13,5,7,-2,8,-5,-2,7,12,1,7,10,11,3,5,0,0,1.1228070175438596,1.206140350877193,1.6596491228070176,1.1228070175438596,228
3101,West Brom,Fulham,1,0,H,13,14,8,5,-1,-2,1,1,7,6,8,6,10,13,2,1,0,0,1.2163742690058479,1.432748538011696,0.8947368421052632,1.611336032388664,171
3102,Wigan,Middlesbrough,0,1,A,21,6,9,2,4,-3,2,5,8,6,8,2,10,13,3,0,0,0,1.111842105263158,1.4144736842105263,0.9276315789473685,1.4342105263157894,152
3103,Chelsea,Aston Villa,2,0,H,27,8,15,3,9,4,1,1,14,13,7,1,11,13,0,3,0,0,2.1543859649122807,0.8,1.1508771929824562,1.6456140350877193,285
3104,Everton,Newcastle,2,2,D,13,11,5,9,-4,-6,3,4,7,4,3,5,18,15,1,3,0,0,1.592982456140351,1.0701754385964912,1.0714285714285714,1.6804511278195489,285
3105,Man City,Liverpool,2,3,A,7,14,5,7,7,5,-5,-2,9,14,1,7,11,12,1,1,1,0,1.8345864661654134,0.9849624060150376,1.4912280701754386,1.1964912280701754,266
3106,Portsmouth,Stoke,2,1,H,17,8,11,5,-5,-5,5,5,9,4,2,5,7,15,0,3,0,0,1.3834586466165413,1.1954887218045114,0.7669172932330827,1.6466165413533835,133
3107,Tottenham,Hull,0,1,A,27,10,16,6,-5,-2,-9,-6,2,11,12,0,15,15,4,2,0,0,1.743859649122807,1.0666666666666667,0.8947368421052632,1.8596491228070176,285
3108,West Ham,Bolton,1,3,A,13,12,5,6,3,-4,8,8,12,4,7,7,15,8,4,3,0,0,1.4254385964912282,1.2675438596491229,1.0382775119617225,1.6889952153110048,228
3109,Arsenal,Everton,3,1,H,22,7,14,3,8,-4,5,2,12,7,7,4,8,13,2,4,0,0,2.1789473684210527,0.8385964912280702,1.0736842105263158,1.3543859649122807,285
3110,Aston Villa,Portsmouth,0,0,D,10,8,3,3,2,-4,1,-2,13,12,11,2,18,19,1,3,0,1,1.2596491228070175,1.1087719298245613,0.8120300751879699,1.6616541353383458,285
3111,Bolton,Blackburn,0,0,D,10,8,4,1,-2,-6,-3,-2,7,10,11,8,16,12,1,3,0,0,1.3301435406698565,1.244019138755981,1.0956937799043063,1.6889952153110048,209
3112,Fulham,Sunderland,0,0,D,13,14,9,7,-2,-2,-1,-1,7,8,8,5,12,8,1,1,0,0,1.4129554655870444,1.2105263157894737,0.8947368421052632,1.7456140350877194,247
3113,Liverpool,Wigan,3,2,H,17,7,7,4,6,3,9,3,17,8,5,2,10,13,1,1,0,1,1.8982456140350876,0.7578947368421053,0.9671052631578947,1.756578947368421,285
3114,Man United,West Brom,4,0,H,18,6,14,2,8,0,4,0,14,10,15,1,11,14,0,1,0,0,2.1964912280701756,0.7017543859649122,0.9064327485380117,1.713450292397661,285
3115,Middlesbrough,Chelsea,0,5,A,7,21,4,14,-2,11,-8,-5,9,17,5,7,13,9,2,0,0,0,1.3026315789473684,1.236842105263158,1.5368421052631578,0.9263157894736842,152
3116,Hull,West Ham,1,0,H,12,14,4,5,-1,1,2,1,14,12,3,5,11,11,2,1,0,0,1.0526315789473684,1.5087719298245614,0.9692982456140351,1.6535087719298245,57
3117,Stoke,Tottenham,2,1,H,7,11,3,6,-6,-6,2,-1,4,2,6,1,12,12,1,2,0,2,1.2932330827067668,1.0300751879699248,1.2035087719298245,1.4771929824561403,133
3118,Newcastle,Man City,2,2,D,6,20,2,8,-6,6,-4,-5,5,9,5,10,15,15,0,2,1,0,1.537593984962406,1.1766917293233083,1.2857142857142858,1.368421052631579,266
3119,Blackburn,Middlesbrough,1,1,D,13,5,5,2,-6,-2,1,0,10,9,9,2,17,11,3,1,0,0,1.3827751196172249,1.1435406698564594,0.9276315789473685,1.4342105263157894,209
3120,Everton,Man United,1,1,D,13,18,9,14,-6,8,-7,-6,8,15,5,9,17,11,3,3,0,0,1.592982456140351,1.0701754385964912,1.7228070175438597,1.0421052631578946,285
3121,Sunderland,Newcastle,2,1,H,14,10,3,5,-2,-6,3,4,9,6,2,4,11,11,1,2,0,0,1.1228070175438596,1.206140350877193,1.0714285714285714,1.6804511278195489,228
3122,West Brom,Hull,0,3,A,24,16,16,10,-4,0,-7,-4,10,17,14,5,12,13,1,2,0,0,1.2163742690058479,1.432748538011696,0.8947368421052632,1.8596491228070176,171
3123,Chelsea,Liverpool,0,1,A,14,8,5,3,16,7,0,0,20,20,4,2,17,13,3,3,0,0,2.1543859649122807,0.8,1.4912280701754386,1.1964912280701754,285
3124,Man City,Stoke,3,0,H,18,9,12,6,6,-5,3,0,10,7,6,8,12,16,1,0,0,0,1.8345864661654134,0.9849624060150376,0.7669172932330827,1.6466165413533835,266
3125,Portsmouth,Fulham,1,1,D,21,9,12,5,-4,-2,5,8,13,8,8,6,7,7,0,0,0,0,1.3834586466165413,1.1954887218045114,0.8947368421052632,1.611336032388664,133
3126,Tottenham,Bolton,2,0,H,19,10,9,3,-7,-2,-6,-3,2,8,3,4,9,16,0,3,0,1,1.743859649122807,1.0666666666666667,1.0382775119617225,1.6889952153110048,285
3127,West Ham,Arsenal,0,2,A,7,20,3,10,0,10,-4,-4,12,16,4,9,13,9,2,3,1,0,1.4254385964912282,1.2675438596491229,1.6596491228070176,1.1228070175438596,228
3128,Wigan,Aston Villa,0,4,A,17,9,5,7,2,2,-6,-5,8,14,9,4,14,8,1,2,0,0,1.111842105263158,1.4144736842105263,1.1508771929824562,1.6456140350877193,152
3129,Newcastle,West Brom,2,1,H,10,14,5,4,-6,-4,-4,-7,6,10,7,8,13,11,0,4,0,0,1.537593984962406,1.1766917293233083,0.9064327485380117,1.713450292397661,266
3130,Arsenal,Tottenham,4,4,D,20,9,12,6,12,-5,14,6,19,5,9,1,8,17,1,4,0,0,2.1789473684210527,0.8385964912280702,1.2035087719298245,1.4771929824561403,285
3131,Aston Villa,Blackburn,3,2,H,8,11,4,5,6,-6,5,2,17,12,4,5,5,17,0,1,0,0,1.2596491228070175,1.1087719298245613,1.0956937799043063,1.6889952153110048,285
3132,Bolton,Everton,0,1,A,18,11,12,7,-4,-6,-1,1,8,9,5,3,17,12,1,2,0,0,1.3301435406698565,1.244019138755981,1.0736842105263158,1.3543859649122807,209
3133,Fulham,Wigan,2,0,H,7,5,2,2,0,-2,3,1,11,8,2,2,9,14,0,2,0,0,1.4129554655870444,1.2105263157894737,0.9671052631578947,1.756578947368421,247
3134,Hull,Chelsea,0,3,A,10,27,5,11,3,15,0,3,20,20,5,5,11,13,0,2,0,0,1.0526315789473684,1.5087719298245614,1.5368421052631578,0.9263157894736842,57
3135,Liverpool,Portsmouth,1,0,H,21,4,10,1,8,-4,9,5,23,14,7,1,13,12,0,3,0,0,1.8982456140350876,0.7578947368421053,0.8120300751879699,1.6616541353383458,285
3136,Man United,West Ham,2,0,H,21,4,12,1,10,-2,6,7,18,12,3,1,10,9,1,2,0,0,2.1964912280701756,0.7017543859649122,0.9692982456140351,1.6535087719298245,285
3137,Middlesbrough,Man City,2,0,H,5,13,3,8,-7,9,-3,-3,10,13,3,3,10,15,1,3,0,0,1.3026315789473684,1.236842105263158,1.2857142857142858,1.368421052631579,152
3138,Stoke,Sunderland,1,0,H,9,9,6,4,-8,-1,-5,-4,7,12,4,4,10,8,2,1,0,0,1.2932330827067668,1.0300751879699248,0.8947368421052632,1.7456140350877194,133
3139,Chelsea,Sunderland,5,0,H,17,1,11,0,15,-1,8,2,20,12,4,0,5,11,0,1,0,0,2.1543859649122807,0.8,0.8947368421052632,1.7456140350877194,285
3140,Everton,Fulham,1,0,H,9,15,4,5,-5,-1,1,0,12,11,6,5,11,15,0,0,0,0,1.592982456140351,1.0701754385964912,0.8947368421052632,1.611336032388664,285
3141,Man United,Hull,4,3,H,20,11,11,7,11,0,1,1,21,20,9,1,12,13,2,2,0,0,2.1964912280701756,0.7017543859649122,0.8947368421052632,1.8596491228070176,285
3142,Middlesbrough,West Ham,1,1,D,11,13,7,8,-5,-4,1,4,13,12,5,4,10,14,3,4,0,0,1.3026315789473684,1.236842105263158,0.9692982456140351,1.6535087719298245,152
3143,Portsmouth,Wigan,1,2,A,16,12,8,8,-5,-4,6,5,14,8,9,6,9,11,0,3,0,0,1.3834586466165413,1.1954887218045114,0.9671052631578947,1.756578947368421,133
3144,Stoke,Arsenal,2,1,H,7,13,5,6,-7,12,-10,-2,10,20,3,5,11,7,4,2,0,1,1.2932330827067668,1.0300751879699248,1.6596491228070176,1.1228070175438596,133
3145,Tottenham,Liverpool,2,1,H,8,14,4,6,-5,9,-20,-11,6,26,4,4,18,13,1,2,0,0,1.743859649122807,1.0666666666666667,1.4912280701754386,1.1964912280701754,285
3146,West Brom,Blackburn,2,2,D,15,9,8,5,-8,-7,-2,1,10,12,2,3,13,18,3,2,0,1,1.2163742690058479,1.432748538011696,1.0956937799043063,1.6889952153110048,171
3147,Bolton,Man City,2,0,H,20,11,12,6,-5,7,-5,0,8,13,6,1,15,20,1,1,0,0,1.3301435406698565,1.244019138755981,1.2857142857142858,1.368421052631579,209
3148,Newcastle,Aston Villa,2,0,H,11,6,7,1,-6,7,-11,-5,9,20,2,6,13,21,4,3,0,0,1.537593984962406,1.1766917293233083,1.1508771929824562,1.6456140350877193,266
3149,Arsenal,Man United,2,1,H,11,17,7,9,12,11,-1,-5,20,21,5,6,16,7,3,2,0,0,2.1789473684210527,0.8385964912280702,1.7228070175438597,1.0421052631578946,285
3150,Hull,Bolton,0,1,A,16,10,11,6,-1,-3,9,2,20,11,6,7,15,10,1,2,0,0,1.0526315789473684,1.5087719298245614,1.0382775119617225,1.6889952153110048,57
3151,Liverpool,West Brom,3,0,H,11,4,10,2,8,-8,15,8,26,11,3,7,10,8,2,1,0,0,1.8982456140350876,0.7578947368421053,0.9064327485380117,1.713450292397661,285
3152,Sunderland,Portsmouth,1,2,A,9,10,6,5,-7,-6,-2,0,12,14,8,3,8,10,2,1,0,0,1.1228070175438596,1.206140350877193,0.8120300751879699,1.6616541353383458,228
3153,West Ham,Everton,1,3,A,15,12,13,7,-4,-4,-2,-7,13,15,9,4,9,10,1,1,0,0,1.4254385964912282,1.2675438596491229,1.0736842105263158,1.3543859649122807,228
3154,Wigan,Stoke,0,0,D,22,2,14,1,-3,-6,-2,-6,11,13,6,3,10,12,1,3,0,0,1.111842105263158,1.4144736842105263,0.7669172932330827,1.6466165413533835,152
3155,Aston Villa,Middlesbrough,1,2,A,14,15,9,8,5,-5,6,-1,20,14,7,4,13,5,2,2,0,0,1.2596491228070175,1.1087719298245613,0.9276315789473685,1.4342105263157894,285
3156,Blackburn,Chelsea,0,2,A,8,18,3,13,-7,23,-13,-9,13,26,5,9,14,11,2,1,0,0,1.3827751196172249,1.1435406698564594,1.5368421052631578,0.9263157894736842,209
3157,Fulham,Newcastle,2,1,H,11,13,6,7,0,-4,2,0,14,12,6,1,13,11,2,2,0,0,1.4129554655870444,1.2105263157894737,1.0714285714285714,1.6804511278195489,247
3158,Man City,Tottenham,1,2,A,9,14,7,9,5,-4,4,-3,13,9,4,5,12,13,1,2,2,1,1.8345864661654134,0.9849624060150376,1.2035087719298245,1.4771929824561403,266
3159,Arsenal,Aston Villa,0,2,A,11,9,8,6,11,5,0,1,20,20,8,5,9,22,2,4,0,0,2.1789473684210527,0.8385964912280702,1.1508771929824562,1.6456140350877193,285
3160,Blackburn,Sunderland,1,2,A,16,10,8,6,-9,-8,1,-1,13,12,11,9,9,9,3,4,0,0,1.3827751196172249,1.1435406698564594,0.8947368421052632,1.7456140350877194,209
3161,Bolton,Liverpool,0,2,A,15,15,9,6,-2,11,-15,-5,14,29,7,3,7,7,1,1,0,0,1.3301435406698565,1.244019138755981,1.4912280701754386,1.1964912280701754,209
3162,Fulham,Tottenham,2,1,H,16,7,14,3,1,-3,5,0,17,12,10,3,2,10,1,0,0,0,1.4129554655870444,1.2105263157894737,1.2035087719298245,1.4771929824561403,247
